Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count,Zip Codes
PHOEBE,DOG,MALTESE/MIX,WHITE,Spayed,TOY,01/07/2013,K14-012186,DA05,A315255,12/23/2014,01/10/2015,18,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95436,"95436(38.491884, -122.90672)",1,23747
*MOLLIE,DOG,CHIHUAHUA SH,BROWN/WHITE,Spayed,TOY,06/07/2011,K14-009184,DI105,A307725,06/07/2014,06/26/2014,19,TRANSFER,PRIV_SHELT,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,*COTATI,94931,"94931(38.325442, -122.71081)",1,1832
ROSLYN,DOG,PARSON RUSS TER/MIX,BLACK/WHITE,Spayed,SMALL,12/31/2004,K16-022070,DS52,A346859,12/30/2016,12/31/2016,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
,CAT,MANX/MIX,ORG TABBY/WHITE,Unknown,KITTN,04/12/2014,K14-009287,CS06,A307947,06/12/2014,06/17/2014,5,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
*RUSTY,CAT,DOMESTIC SH,ORANGE/WHITE,Neutered,KITTN,05/22/2015,K15-014600,LOBBY,A323259,06/25/2015,08/04/2015,40,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
,CAT,DOMESTIC SH,GRAY TABBY,Male,SMALL,,K16-022014,CS06,A346738,12/23/2016,01/11/2017,19,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
BELLA,DOG,LABRADOR RETR,BROWN,Spayed,MED,01/14/2011,K15-012424,DS68,A315748,01/14/2015,01/14/2015,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94571,"94571(38.172836, -121.732104)",1,891
TOBY,DOG,SIBERIAN HUSKY,GRAY/WHITE,Male,LARGE,03/22/2011,K14-010668,DS82,A311335,09/08/2014,09/10/2014,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95476,"95476(38.280393, -122.464588)",1,31040
HEIDI,DOG,DACHSHUND,BLACK/TAN,Spayed,TOY,01/14/2016,K17-024178,DA07,A354579,06/29/2017,07/14/2017,15,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95404,"95404(38.458384, -122.675588)",1,26080
,CAT,DOMESTIC SH,BLUE CREAM,Spayed,SMALL,,K16-020129,CS06,A340559,08/04/2016,08/17/2016,13,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1,11138
*SANDIA,DOG,AUST CATTLE DOG,BLUE,Spayed,LARGE,05/03/2015,K15-016566,DA38,A329253,10/27/2015,11/12/2015,16,STRAY,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
KENZIE,DOG,POODLE TOY,WHITE,Spayed,TOY,12/18/2010,K14-012261,DS87,A267061,12/31/2014,12/31/2014,0,STRAY,PRIV_SHELT,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
*GRADY,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,08/02/2016,K16-020802,LOBBY,A342460,09/17/2016,10/22/2016,35,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/REHAB,HEALTHY,WINDSOR,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
*DAVE,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,08/01/2018,K18-030183,WESTFARM,A377513,10/10/2018,11/02/2018,23,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,COUNTY,95436,"95436(38.491884, -122.90672)",1,23747
CHOPPY,CAT,DOMESTIC SH,BUFF,Neutered,SMALL,01/03/2011,K14-007238,CA02,A301166,01/03/2014,01/14/2014,11,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*ROHNERT PARK,COUNTY,95462,"95462(38.468829, -123.018829)",1,31029
PUFF BALL,CAT,TURKISH VAN,WHITE/BLACK,Neutered,SMALL,,K17-024059,CS05,A354211,06/22/2017,06/24/2017,2,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
FLOWER,CAT,DOMESTIC SH,GRAY/WHITE,Spayed,SMALL,,K17-026312,RECEIVING,A364078,11/15/2017,11/15/2017,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,95451,"95451(38.933149, -122.779847)",1,31019
VINNIE,DOG,GERM SHEPHERD,BLACK,Neutered,MED,03/13/2009,K15-013133,DS86,A317894,03/13/2015,03/13/2015,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1,26078
BOO,DOG,TR WALKER HOUND,WHITE/TAN,Spayed,MED,05/31/2007,K14-007785,DS78,A215656,02/19/2014,02/20/2014,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
*KELLY,CAT,DOMESTIC SH,GRAY TABBY,Spayed,SMALL,06/22/2017,K17-025974,CA02,A362793,10/21/2017,11/17/2017,27,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,,K17-025559,CI01,A362299,10/03/2017,10/05/2017,2,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1,11138
*LIBBY,DOG,PIT BULL,BLUE,Spayed,MED,05/18/2013,K15-013830,DI097,A321399,05/07/2015,08/27/2015,112,STRAY,OVER THE COUNTER,TRANSFER,PETLUMA PP,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94951,"94951(38.314417, -122.656863)",1,1844
FLOPPY EARS,DOG,BASSET HOUND/PARSON RUSS TER,BLACK/BROWN,Male,SMALL,07/08/2004,K18-030880,DS91,A314869,12/11/2018,12/12/2018,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,TREATABLE/MANAGEABLE,COUNTY,COUNTY,94954,"94954(38.245316, -122.59871)",1,11139
*SIENNA,DOG,DACHSHUND LH/MIX,BROWN/TAN,Female,SMALL,08/24/2013,K17-024998,DS96,A357606,08/24/2017,09/19/2017,26,STRAY,VET_HOSP,TRANSFER,WINE CNTRY,UNKNOWN,TREATABLE/REHAB,SANTA ROSA,OUT OF COUNTY,94515,"94515(38.596259, -122.603413)",1,574
*JACKSON,DOG,PARSON RUSS TER/LABRADOR RETR,BLACK/WHITE,Neutered,PUPPY,10/03/2016,K17-025471,DA42,A361673,09/26/2017,10/04/2017,8,STRAY,FIELD,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,94534,"94534(38.240285, -122.11101)",1,588
,CAT,DOMESTIC SH,BLACK/WHITE,Male,SMALL,,K15-016091,CI01,A327293,09/22/2015,10/06/2015,14,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
BRUNO,DOG,POODLE MIN/MIX,WHITE,Neutered,MED,06/10/2010,K16-018675,DA02,A336491,04/30/2016,06/10/2016,41,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
MEANEY,DOG,CANE CORSO/MASTIFF,BL BRINDLE/WHITE,Neutered,LARGE,01/07/2018,K19-031221,DQ117,A383598,01/17/2019,01/22/2019,5,OWNER SURRENDER,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
LILLIAN,CAT,DOMESTIC MH,TORTIE,Spayed,SMALL,02/04/2006,K14-007608,CS04,A302343,02/04/2014,02/11/2014,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
BENNIE,DOG,SHIH TZU,BROWN/WHITE,Neutered,SMALL,07/30/2006,K17-022227,DS93,A280145,01/14/2017,01/17/2017,3,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
CALI,DOG,WELSH CORGI PEM,RED/WHITE,Spayed,SMALL,06/13/2009,K18-028634,RECEIVING,A374011,06/13/2018,06/13/2018,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
*MCKENZIE,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,09/23/2017,K17-025867,TX,A362654,10/16/2017,11/22/2017,37,STRAY,FIELD,ADOPTION,REFERRAL-O,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
DUKE,DOG,PIT BULL/MIX,FAWN/WHITE,Male,MED,02/20/2013,K13-006949,DS91,A300414,12/09/2013,01/08/2014,30,TRANSFER,PRIV_SHELT,EUTHANIZE,BEH SEVERE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
MONKEY,DOG,CAIRN TERRIER/MIX,BLACK/TAN,Male,SMALL,,K16-020513,DS50,A341713,08/30/2016,08/30/2016,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
*DONOVAN,DOG,DACHSHUND/MIX,BROWN/WHITE,Neutered,SMALL,01/26/2015,K15-016328,DA05,A328121,10/09/2015,11/08/2015,30,STRAY,FIELD,TRANSFER,PETSLIFELN,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95476,"95476(38.280393, -122.464588)",1,31040
*BONNIE,DOG,CHIHUAHUA SH,TAN,Spayed,MED,09/24/2012,K14-008167,DA05,A304549,03/24/2014,04/12/2014,19,TRANSFER,VET_HOSP,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94903,"94903(38.015961, -122.546013)",1,1511
*CHASE,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,04/07/2014,K14-009810,WESTFARM,A309099,07/15/2014,07/25/2014,10,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,94942,"94942(37.906673, -122.547548)",1,1838
PUPPY PUPPY,DOG,AUST CATTLE DOG/MIX,BR BRINDLE,Spayed,MED,06/05/2008,K18-028811,TRUCK,A232497,06/26/2018,06/28/2018,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1,11138
SNOOPY,DOG,CHIHUAHUA SH,TAN,Male,SMALL,01/23/2006,K19-031258,DS56,A383915,01/23/2019,01/23/2019,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
NATASHA,DOG,GERM SHEPHERD,BLACK/BROWN,Spayed,LARGE,08/10/2008,K15-014659,DS81,A228417,06/27/2015,06/30/2015,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
SYLVESTER,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,04/09/2015,K16-017410,CS04,A331687,01/09/2016,01/15/2016,6,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,WINDSOR,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1,31016
PORKY,DOG,SHIH TZU/MIX,BLACK/WHITE,Spayed,SMALL,01/01/2001,K14-010236,DS86,A081323,08/12/2014,08/12/2014,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1,26076
*MEADOW,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,05/19/2016,K16-019952,WESTFARM,A338538,07/26/2016,08/06/2016,11,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
COCONUT,DOG,PARSON RUSS TER/MIX,TAN/WHITE,Spayed,SMALL,05/31/2015,K16-018402,DA47,A334683,04/09/2016,05/14/2016,35,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95425,"95425(38.790859, -123.010876)",1,23501
MUMBLES,CAT,DOMESTIC LH,BRN TABBY,Spayed,SMALL,08/20/2012,K16-020397,CA02,A341252,08/20/2016,10/21/2016,62,STRAY,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
,CAT,DOMESTIC SH,WHITE/BLACK,Neutered,KITTN,,K18-028950,CS06,A374475,07/06/2018,07/19/2018,13,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
HAROLD,DOG,POMERANIAN,TAN/BROWN,Neutered,TOY,05/27/2001,K16-018951,DA02,A337530,05/22/2016,06/24/2016,33,STRAY,FIELD,ADOPTION,INTERNET,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
BABY,DOG,CHIHUAHUA SH,TAN,Female,SMALL,06/11/2010,K14-009241,TRUCK,A307866,06/11/2014,06/11/2014,0,CONFISCATE,FLD_CRUEL,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
MANDY,DOG,CHIHUAHUA SH,TAN,Neutered,TOY,02/04/2014,K16-020782,DS49,A361729,09/16/2016,11/10/2016,55,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,GREEN DOG,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
*KARI,DOG,ROTTWEILER/MIX,BROWN/TAN,Spayed,PUPPY,05/03/2018,K18-029353,DA02,A375152,08/03/2018,08/18/2018,15,STRAY,OVER THE COUNTER,ADOPTION,SPEC EVENT,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
LUCKY,DOG,CHIHUAHUA SH,TRICOLOR,Neutered,SMALL,,K17-022453,TRUCK,A246620,02/05/2017,02/05/2017,0,STRAY,VET_HOSP,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
*FREDDIE,DOG,CHIHUAHUA SH,TRICOLOR,Neutered,TOY,06/05/2011,K14-009154,DA12,A307630,06/05/2014,07/02/2014,27,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1,23501
,CAT,DOMESTIC SH,BRN TABBY,Unknown,KITTN,,K16-020459,CS06,A341594,08/24/2016,08/31/2016,7,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
*CUPCAKE,DOG,CHIHUAHUA SH/MIX,TAN,Spayed,SMALL,04/06/2016,K16-021632,DA48,A345567,11/19/2016,12/07/2016,18,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
,CAT,DOMESTIC SH,ORG TABBY/WHITE,Unknown,KITTN,03/09/2019,K19-032039,RECEIVING,A386463,04/24/2019,04/24/2019,0,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1,
KONA,DOG,LABRADOR RETR/MIX,BLACK,Neutered,MED,07/19/2012,K14-009889,DA07,A309245,07/19/2014,09/06/2014,49,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
*CHESTER,OTHER,RABBIT SH,BROWN,Neutered,SMALL,01/17/2018,K19-031070,CA01,A382550,01/03/2019,01/24/2019,21,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1,26078
*ADDIE,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,03/01/2014,K16-017857,CS04,A333222,02/20/2016,03/03/2016,12,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
*MOCHI,DOG,CHIHUAHUA SH,BROWN,Spayed,TOY,10/24/2015,K17-023114,DA01,A351101,04/13/2017,04/28/2017,15,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.394388, -122.850998)",1,31039
LUCY,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,04/11/2010,K18-027822,SMM,A370779,04/11/2018,04/18/2018,7,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
MILES DAVIS,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,05/04/2015,K15-013839,LOBBY,A321409,05/07/2015,07/23/2015,77,STRAY,COMM CAT,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
MAKO,DOG,AUST CATTLE DOG,BLUE MERLE,Male,MED,12/18/2010,K16-018318,DQ115,A305941,04/03/2016,04/12/2016,9,QUARANTINE,FIELD_OS,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,COUNTY,94951,"94951(38.314417, -122.656863)",1,1844
QUEENIE,DOG,DOBERMAN PINSCH/MIX,BLACK/TAN,Spayed,PUPPY,01/08/2015,K15-013661,DA42,A321022,04/23/2015,05/05/2015,12,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1,23501
LOKI,DOG,BELG TERVUREN/GERM SHEPHERD,BROWN,Neutered,LARGE,07/22/2013,K14-007669,DS74,A299818,02/09/2014,02/11/2014,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1,23755
TEDDY,DOG,MASTIFF/MIX,BR BRINDLE/WHITE,Neutered,LARGE,10/29/2013,K15-017265,DA47,A328195,12/29/2015,12/30/2015,1,ADOPTION RETURN,OVER THE COUNTER,TRANSFER,PETLUMA PP,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,COUNTY,94951,"94951(38.314417, -122.656863)",1,1844
STEPH FURRY,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,09/09/2015,K17-025256,CA02,A360755,09/09/2017,10/07/2017,28,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
,CAT,DOMESTIC SH,BLACK/WHITE,Unknown,KITTN,,K16-018341,RECEIVING,A335185,04/05/2016,04/05/2016,0,STRAY,COMM CAT,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,OUT OF COUNTY,94590,"94590(38.104843, -122.246963)",1,1180
KOA,DOG,PIT BULL,GRAY/WHITE,Neutered,LARGE,04/25/2015,K17-023184,DS83,A351259,04/19/2017,04/28/2017,9,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
BUGGY,DOG,DACHSHUND LH/MIX,BROWN/BLACK,Spayed,SMALL,05/19/2013,K19-031376,DS91,A378298,02/06/2019,02/07/2019,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,*PETALUMA,94954,"94954(38.245316, -122.59871)",1,11139
,CAT,DOMESTIC SH,BRN TABBY,Unknown,KITTN,,K16-019605,CS06,A339297,07/06/2016,07/12/2016,6,STRAY,COMM CAT,TRANSFER,FORGOTTEN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
JAYDEN,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,08/14/2015,K15-016799,49ERPET,A329685,11/14/2015,11/28/2015,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
GINGER,DOG,BELG MALINOIS/MIX,BLACK/BROWN,Spayed,LARGE,03/28/2011,K16-017722,DA32,A332762,02/06/2016,03/29/2016,52,STRAY,FIELD,ADOPTION,REFERRAL,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
*NAPOLEON,DOG,PIT BULL/MIX,WHITE/TAN,Neutered,MED,04/28/2018,K19-031317,DA41,A384081,01/29/2019,03/14/2019,44,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1,1829
*DENI,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,02/28/2015,K15-013505,LOBBY,A319951,04/08/2015,05/08/2015,30,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,WINDSOR,COUNTY,95425,"95425(38.790859, -123.010876)",1,23501
*CAPTAIN,DOG,CHIHUAHUA SH,BROWN,Neutered,TOY,01/08/2017,K17-026648,DA02,A365484,12/12/2017,01/13/2018,32,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
TONKA,DOG,PIT BULL/MIX,BR BRINDLE,Neutered,PUPPY,10/08/2016,K16-021674,DQ115,A345637,11/23/2016,12/21/2016,28,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1,1829
COMPANA,DOG,CHIHUAHUA SH,TAN,Spayed,TOY,05/06/2010,K17-024323,DS50,A262508,07/09/2017,07/11/2017,2,CONFISCATE,FLD_CRUEL,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.486997, -122.749134)",1,26076
CHECKERS,DOG,AUST SHEPHERD/MIX,BLUE MERLE,Neutered,PUPPY,08/20/2016,K16-021283,DA48,A344156,10/22/2016,11/05/2016,14,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
TANK,DOG,PIT BULL,BLUE/WHITE,Neutered,LARGE,03/23/2010,K14-007643,DS74,A289195,02/07/2014,02/08/2014,1,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1,31039
HURLEY,DOG,BULLMASTIFF/MIX,TAN,Neutered,LARGE,07/29/2013,K15-012390,DQ107,A313603,01/10/2015,02/09/2015,30,STRAY,FIELD,EUTHANIZE,BEH SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,COUNTY,95436,"95436(38.491884, -122.90672)",1,23747
LOBO/LUPITO,DOG,POODLE MIN,WHITE,Neutered,SMALL,12/01/2006,K15-015016,DQ107,A311745,07/20/2015,07/28/2015,8,QUARANTINE,OVER THE COUNTER_RETURN TO OWNER,RETURN TO OWNER,OVER THE COUNTER_PRVS,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95441,"95441(38.729916, -122.883041)",1,23750
,OTHER,BAT,BLACK,Unknown,SMALL,,K18-029154,PHLAB,A374804,07/17/2018,07/17/2018,0,QUARANTINE,FLD_STRAY,TRANSFER,LAB FRA,UNKNOWN,DEAD,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
THUMPER,DOG,PIT BULL,BLUE/WHITE,Neutered,LARGE,02/23/2013,K16-017864,DS69,A333238,02/21/2016,02/23/2016,2,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
SUGAR BEAR,DOG,AMERICAN STAFF,TRICOLOR,Spayed,LARGE,06/02/2013,K15-016335,DS66,A305409,10/09/2015,10/13/2015,4,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1,31039
